X,Y,FID,CleverID,StopID,StopName,Timepoint,Direction,Routes_ser,NumberofRo,Latitude,Longitude,Mode,Shelter,Stop_type,On_avwk_FY,Off_avwk_F,On_avwk__1,Off_avwk_1,Ramp_Deplo,On_avwk_CY,Off_avwk_C,On_avwk__2,Off_avwk_2
-79.9701000295287,40.44139995576,1505,16019,E42796,OAK HILL DR AT HYMAN PL,NA,Inbound,81,1,40.4414,-79.9701,Bus,No Shelter,Bus Stop,12.21,16.34,12,16,0.28,37,31,37,31
-79.9896000295094,40.4120999557454,1506,2665,S08730,BROWNSVILLE RD AT MARLAND AVE,NA,Outbound,"51, 54",2,40.4121,-79.9896,Bus,No Shelter,Bus Stop,12.18,23.49,12,23,0.09,30,80,30,80
-80.2253000295066,40.5837999557417,1507,1335,N33580,MERCHANT ST AT 4TH ST,NA,Inbound,14,1,40.5838,-80.2253,Bus,No Shelter,Bus Stop,12.17,0.47,12,0,0.09,23,1,23,1
-80.0014000295183,40.441199955752,1508,20684,P00580,FIFTH AVE AT MARKET ST,20,Both,"19L, 65, 67, 69, P76",5,40.4412,-80.0014,Bus,No Shelter,Bus Stop,12.16,33.63,12,34,0.13,136,257,136,257
-79.8982000295597,40.4578999557839,1509,9115,E20480,FRANKSTOWN AVE AT LANG AVE NS,NA,Inbound,"77, 86",2,40.4579,-79.8982,Bus,No Shelter,Bus Stop,12.14,4.3,12,4,0.11,51,14,51,14
-79.9480000295447,40.4610999557722,1510,1192,E35250,LIBERTY AVE AT EDMOND ST,NA,Inbound,"54, 86",2,40.4611,-79.948,Bus,No Shelter,Bus Stop,12.09,12.72,12,13,0.05,56,55,56,55
-79.9535000295442,40.4642999557719,1511,1151,E38050,MAIN ST AT HOWLEY ST,NA,Both,"54, 93",2,40.4643,-79.9535,Bus,No Shelter,Bus Stop,12.05,6.72,12,7,0.05,37,15,37,15
-79.8994000295571,40.452999955782,1512,16110,E17311,EAST BUSWAY AT HOMEWOOD STATION B,NA,Outbound,"P12, P16, P67, P68, P69, P7, P71, P76, P78",9,40.453,-79.8994,Busway,PAAC,Busway Station,12.05,0.71,12,1,0.04,35,4,35,4
-79.9646000294969,40.3644999557362,1513,9814,S32090,MAPLE DR AT SKYLINE DR,NA,Inbound,Y49,1,40.3645,-79.9646,Bus,No Shelter,Bus Stop,12.05,2.04,12,2,0.05,26,4,26,4
-79.8606000295398,40.3842999557693,1514,18397,S70142,DUQUESNE BLVD OPP HERMAN AVE FS,NA,Both,"59, 61C, P7",3,40.3843,-79.8606,Bus,No Shelter,Bus Stop,12.04,3.95,12,4,0.27,43,13,43,13
-79.9810000295276,40.4470999557592,1515,20462,E70788,BEDFORD AVE AT ERIN ST,NA,Outbound,83,1,40.4471,-79.981,Bus,No Shelter,Bus Stop,12.04,19.61,12,20,0.02,25,50,25,50
-79.9271000295554,40.4698999557805,1516,8181,E41830,NEGLEY AVE AT HAYS ST,NA,Inbound,"71A, 87",2,40.4699,-79.9271,Bus,No Shelter,Bus Stop,12.01,1.11,12,1,0.01,73,4,73,4
-80.0600000295237,40.4977999557557,1517,1320,N30480,LINCOLN AVE AT STARR AVE,NA,Outbound,"16, 19L",2,40.4978,-80.06,Bus,No Shelter,Bus Stop,12.01,31,12,31,0.15,21,71,21,71
-79.9955000295204,40.4415999557536,1518,7874,P02080,GRANT ST AT STRAWBERRY WAY (US STEEL TOWER,NA,Both,"19L, P17, P69, P7, P76, P78",6,40.4416,-79.9955,Bus,No Shelter,Bus Stop,12,31.55,12,32,0.04,95,288,95,288
-80.0090000295438,40.5050999557711,1519,18687,N70092,MCKNIGHT RD AT INTOWN SUITES DRVWY FS,NA,Inbound,"12, O12",2,40.5051,-80.009,Bus,No Shelter,Bus Stop,12,7.71,12,8,0.13,27,11,27,11
-80.0357000295258,40.4841999557574,1520,1616,N10260,BRIGHTON RD AT BENTON AVE,22084,Outbound,"16, 17",2,40.4842,-80.0357,Bus,No Shelter,Bus Stop,12,36.28,12,36,0.31,18,83,18,83
-80.0879000294609,40.3753999557083,1521,6270,X08843,KANE BLVD AT GREEN COMMONS DR,22214,Inbound,41,1,40.3754,-80.0879,Bus,No Shelter,Bus Stop,11.95,2.58,12,3,0.02,31,4,31,4
-79.8911000295546,40.4410999557802,1522,7086,E33140,KELLY AVE AT WEST ST,NA,Both,"61A, 71, 71C, P71",4,40.4411,-79.8911,Bus,No Shelter,Bus Stop,11.93,2.27,12,2,0.04,57,13,57,13
-79.9488000295383,40.4470999557674,1523,1170,E01140,FIFTH AVE AT CRAIG ST,17,Inbound,"71B, 71D, 75, P3",4,40.4471,-79.9488,Bus,No Shelter,Bus Stop,11.92,34.75,12,35,0.05,119,260,119,260
-79.8624000295482,40.4047999557756,1524,19503,E70117,BALDRIDGE AVE AT MIDDLE ST,NA,Inbound,61A,1,40.4048,-79.8624,Bus,No Shelter,Bus Stop,11.91,0.93,12,1,0.07,52,3,52,3
-79.9808000295185,40.4259999557522,1525,2548,S00240,S 18TH ST AT MARY ST,NA,Inbound,"51, 54",2,40.426,-79.9808,Bus,No Shelter,Bus Stop,11.91,11.3,12,11,0.06,46,16,46,16
-79.9321000295646,40.4944999557874,1526,12767,N31770,MAIN ST OPP CANAL ST,20102,Outbound,"1, 91",2,40.4945,-79.9321,Bus,PAAC,Bus Stop with PAAC Shelter,11.91,7.48,12,7,0.19,27,26,27,26
-79.9814000294815,40.3419999557245,1527,9665,S27590,KNOEDLER RD AT KEEPORT DR,5052,Outbound,Y47,1,40.342,-79.9814,Bus,Lamar,Bus Stop with Non-PAAC Shelter,11.89,14.96,12,15,0.02,22,63,22,63
-80.0624000295122,40.473299955747,1528,2240,W10590,ISLAND AVE OPP MCKEES ROCKS BRIDGE,1147,Inbound,21,1,40.4733,-80.0624,Bus,No Shelter,Bus Stop,11.88,4.96,12,5,0.03,28,7,28,7
-79.9640000294982,40.3670999557372,1529,21453,S70547,SKLYLINE DR AT PARKLINE DR,116,Inbound,Y49,1,40.3671,-79.964,Bus,No Shelter,Bus Stop,11.84,3.38,12,3,0.02,32,8,32,8
-79.8733000295452,40.4060999557732,1530,7473,E08510,BRADDOCK AVE AT 2ND ST,NA,Inbound,61B,1,40.4061,-79.8733,Bus,No Shelter,Bus Stop,11.8,1.12,12,1,0.02,30,3,30,3
-79.9678000295344,40.4525999557644,1531,20468,E70794,BEDFORD AVE AT WANDLESS ST,NA,Outbound,83,1,40.4526,-79.9678,Bus,No Shelter,Bus Stop,11.79,25.45,12,25,0.18,15,47,15,47
-80.0217000295118,40.4416999557469,1532,2258,W26060,W CARSON ST OPP GATEWAY VIEW PLAZA,NA,Inbound,"20, 21, 22, 24, 26, 27, 28X, 29, 31, 38, G2, G3, G31",13,40.4417,-80.0217,Bus,No Shelter,Bus Stop,11.78,19.09,12,19,0.14,36,51,36,51
-79.9756000294953,40.3691999557349,1533,9368,S09500,BROWNSVILLE RD OPP KAUFMANN AVE,NA,Inbound,"51, 51L",2,40.3692,-79.9756,Bus,No Shelter,Bus Stop,11.78,3.43,12,3,0.1,24,5,24,5
-79.9534000295451,40.4659999557725,1534,9183,E45630,PENN AVE AT 44TH ST (CHILDRENS HOSPITAL),2177,Inbound,"64, 88",2,40.466,-79.9534,Bus,PAAC,Bus Stop with PAAC Shelter,11.75,54.65,12,55,0.04,90,159,90,159
-79.9763000295284,40.4452999557598,1535,8780,E13580,CENTRE AVE AT KIRKPATRICK ST,20087,Outbound,82,1,40.4453,-79.9763,Bus,No Shelter,Bus Stop,11.73,8.09,12,8,0.16,43,29,43,29
-79.8429000295995,40.5067999558143,1536,14319,E03320,ALLEGHENY RIVER BLVD AT CENTER AVE,3051,Inbound,P78,1,40.5068,-79.8429,Bus,PAAC,Bus Stop with PAAC Shelter,11.73,1.56,12,2,0.03,29,2,29,2
-80.0105000295298,40.4742999557606,1537,19326,N43500,PERRYSVILLE AVE AT KENNEDY AVE FS,NA,Inbound,8,1,40.4743,-80.0105,Bus,No Shelter,Bus Stop,11.72,2.81,12,3,0.01,35,5,35,5
-80.0726000295119,40.4804999557467,1538,17625,W70040,PLEASANT RIDGE RD OPP OVERLOOK PL,NA,Both,22,1,40.4805,-80.0726,Bus,No Shelter,Bus Stop,11.71,10.21,12,10,0.05,39,38,39,38
-80.012100029531,40.4782999557615,1539,819,N43565,PERRYSVILLE AVE AT MARSHALL RD,NA,Inbound,8,1,40.4783,-80.0121,Bus,No Shelter,Bus Stop,11.7,1.2,12,1,0.01,33,4,33,4
-79.9498000295445,40.4620999557721,1540,1193,E35400,LIBERTY AVE AT PEARL ST,NA,Inbound,"54, 86",2,40.4621,-79.9498,Bus,No Shelter,Bus Stop,11.62,17.91,12,18,0.08,42,71,42,71
-80.0126000295273,40.4702999557587,1541,960,N14610,N CHARLES ST AT NORWOOD AVE,NA,Both,"11, 15",2,40.4703,-80.0126,Bus,No Shelter,Bus Stop,11.62,4.49,12,4,0.13,4.61,4.61,5,5
-80.0071000295205,40.4505999557536,1542,15881,N53580,WEST COMMONS AT THE ALLEGHENY SR HOME,199,Inbound,"13, 16",2,40.4506,-80.0071,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,11.58,8.15,12,8,0.23,49,21,49,21
-79.7752000295757,40.4021999557971,1543,7752,E10560,BROADWAY BLVD AT BRINTON AVE,NA,Inbound,"69, P69",2,40.4022,-79.7752,Bus,No Shelter,Bus Stop,11.58,1.91,12,2,0.05,29,5,29,5
-79.8686000295488,40.410899955776,1544,7052,E27460,HAWKINS AVE OPP OVERLAND ST,NA,Inbound,"59, 61A",2,40.4109,-79.8686,Bus,No Shelter,Bus Stop,11.54,2.23,12,2,0.17,31,7,31,7
-80.0031780295032,40.4081559557407,1545,99904,X70017,BON AIR STATION,NA,Inbound,"BLUE, SLVR",2,40.408156,-80.003178,Light Rail,PAAC,Light Rail Station,11,1,11,1,0,57,4,57,4
-80.0331400294512,40.3117229557013,1546,99960,X14230,LOGAN ROAD,NA,Inbound,SLVR,1,40.311723,-80.03314,Light Rail,PAAC,Light Rail Station,11,0,11,0,0,56,2,56,2
-80.0367480294873,40.3971269557284,1547,99946,X14410,POTOMAC STATION,1999,Outbound,RED,1,40.397127,-80.036748,Light Rail,PAAC,Light Rail Station,11,93,11,93,0,55,463,55,463
-79.93940002954,40.4439999557688,1548,7119,E19830,FORBES AVE OPP BEELER ST,NA,Outbound,"61A, 61B, 61C, 61D",4,40.444,-79.9394,Bus,No Shelter,Bus Stop,11.46,11.02,11,11,0.01,35,50,35,50
-79.9252000295323,40.4156999557631,1549,10958,E10900,BROWNS HILL RD AT IMOGENE RD,NA,Outbound,"52L, 53L, 61C, 61D, 64",5,40.4157,-79.9252,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,11.45,18.82,11,19,0.13,32,68,32,68
-79.9625000294985,40.3665999557374,1550,21452,S70546,SKYLINE DR AT BALDWIN HEALTH CENTER,NA,Inbound,Y49,1,40.3666,-79.9625,Bus,No Shelter,Bus Stop,11.43,3,11,3,0.01,27,4,27,4
-79.9780000295243,40.4372999557567,1551,7112,E19480,FORBES AVE AT JUMONVILLE ST,NA,Outbound,"61A, 61B, 61C, 61D",4,40.4373,-79.978,Bus,No Shelter,Bus Stop,11.41,10.86,11,11,0.12,27,36,27,36
-79.9680000294955,40.363799955735,1552,9425,S40115,RADFORD RD AT WILLOCK RD (OPP 7-11),NA,Inbound,Y49,1,40.3638,-79.968,Bus,PAAC,Bus Stop with PAAC Shelter,11.39,1.98,11,2,0.02,33,3,33,3
-79.9333000295473,40.4560999557743,1553,11088,E41755,NEGLEY AVE AT EAST BUSWAY STEPS,3010,Inbound,64,1,40.4561,-79.9333,Bus,No Shelter,Bus Stop,11.39,37.98,11,38,0.13,24,105,24,105
-79.9756000295304,40.4492999557613,1554,20465,E70790,BEDFORD AVE AT SOMERS ST,NA,Outbound,83,1,40.4493,-79.9756,Bus,No Shelter,Bus Stop,11.39,18.78,11,19,0.15,22,52,22,52
-80.0428000294973,40.4245999557359,1555,5460,W08093,GREENTREE RD AT PARKWAY CENTER DR SOUTH,2146,Inbound,38,1,40.4246,-80.0428,Bus,PAAC,Bus Stop with PAAC Shelter,11.34,10.93,11,11,0.38,247,59,247,59
-79.8800000295583,40.4410999557831,1556,7705,E49400,ROSS AVE AT COAL ST,NA,Both,"61A, 67, 69, 79, P12, P67, P69, P78",8,40.4411,-79.88,Bus,No Shelter,Bus Stop,11.34,15.19,11,15,0.09,28,35,28,35
-79.9862000295129,40.4175999557481,1557,4877,S04260,ARLINGTON AVE AT S 18TH ST,518,Outbound,48,1,40.4176,-79.9862,Bus,No Shelter,Bus Stop,11.34,29.05,11,29,0.36,24,70,24,70
-79.9300000295072,40.3619999557442,1558,21466,S70563,WEST MIFFLIN GARAGE TERMINAL -,2350,Both,"51, 53L",2,40.362,-79.93,Bus,No Shelter,Bus Stop,11.31,12.68,11,13,0.62,34,29,34,29
-79.8393000295516,40.3950999557783,1559,18513,E25000,GRANDVIEW AVE AT BESSEMER AVE NS,3086,Outbound,"59, P68",2,40.3951,-79.8393,Bus,No Shelter,Bus Stop,11.31,18.44,11,18,0.21,3,6,3,6
-80.0294000295387,40.5087999557672,1560,568,N43030,PERRY HWY AT ROSS PARK AND RIDE - LOWER LOT,1524,Both,"8, O1",2,40.5088,-80.0294,Bus,Lamar,Bus Stop with Non-PAAC Shelter,11.3,5.06,11,5,0.05,325,102,325,102
-79.9907000295208,40.4387999557539,1561,3157,E01810,FIFTH AVE AT WASHINGTON PL,NA,Inbound,"61A, 61B, 61C, 61D, 65, 67, 69, 71A, 71B, 71C, 71D",11,40.4388,-79.9907,Bus,No Shelter,Bus Stop,11.3,31.71,11,32,0.32,86,239,86,239
-79.9796000295238,40.4373999557563,1562,3248,E19440,FORBES AVE AT GIST ST,NA,Outbound,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",8,40.4374,-79.9796,Bus,No Shelter,Bus Stop,11.3,11.69,11,12,0.07,27,42,27,42
-80.0085000295291,40.47109995576,1563,981,N14630,N CHARLES ST AT PERRYSVILLE AVE,22219,Both,"11, 15",2,40.4711,-80.0085,Bus,No Shelter,Bus Stop,11.3,7.84,11,8,0.07,25,20,25,20
-79.9861000295143,40.4205999557491,1564,2541,S00410,S 18TH ST OPP WACHTER ST,NA,Inbound,"51, 54",2,40.4206,-79.9861,Bus,No Shelter,Bus Stop,11.29,2.56,11,3,0.03,18,3,18,3
-79.8629000295868,40.4929999558046,1565,3190,N20700,FREEPORT RD OPP BLAW AVE,NA,Inbound,1,1,40.493,-79.8629,Bus,No Shelter,Bus Stop,11.28,2.28,11,2,0.05,19,4,19,4
-79.9774000295279,40.4449999557594,1566,8669,E13430,CENTRE AVE AT ELMORE ST,NA,Inbound,"81, 82",2,40.445,-79.9774,Bus,No Shelter,Bus Stop,11.27,18.74,11,19,0.2,41,56,41,56
-79.8863000295476,40.4214999557749,1567,7157,E42230,NOBLE ST AT WASHINGTON ST,20053,Outbound,"61A, P7",2,40.4215,-79.8863,Bus,PAAC,Bus Stop with PAAC Shelter,11.25,10.64,11,11,0.11,31,25,31,25
-79.8348000295212,40.3223999557555,1568,21255,S70109,OLYMPIA SHOPPING CENTER PARK A AT SHELTER,1899,Both,P76,1,40.3224,-79.8348,Bus,PAAC,Bus Stop with PAAC Shelter,11.24,8.11,11,8,0,55,40,55,40
-79.9428000295223,40.4061999557555,1569,12074,E32732,JOHNSTON AVE AT SECOND AVE,5038,Both,"57, 93",2,40.4062,-79.9428,Bus,No Shelter,Bus Stop,11.23,4.46,11,4,0.11,37,12,37,12
-79.9218000295564,40.4681999557813,1570,3127,E29000,HIGHLAND AVE AT HAYS ST,NA,Inbound,"71B, 75",2,40.4682,-79.9218,Bus,No Shelter,Bus Stop,11.22,2.2,11,2,0.01,59,7,59,7
-79.8442000295397,40.3717999557694,1571,19388,S29245,LIBRARY PL AT DUQUESNE BLVD - DUQUESNE PNR,5059,Both,"59, 61C, P7",3,40.3718,-79.8442,Bus,PAAC,Bus Stop with PAAC Shelter,11.22,2.64,11,3,0.1,38,5,38,5
-80.053800029502,40.4434999557393,1572,4257,W21910,STEUBEN ST AT WOODLOW ST,NA,Outbound,"27, 29",2,40.4435,-80.0538,Bus,No Shelter,Bus Stop,11.22,35.72,11,36,0.31,31,112,31,112
-79.8945000295661,40.4697999557889,1573,8863,E35800,LINCOLN AVE AT CHURCHLAND ST,NA,Inbound,"82, P17",2,40.4698,-79.8945,Bus,No Shelter,Bus Stop,11.2,0.3,11,0,0.02,36,1,36,1
-79.9624000295237,40.4242999557564,1574,21624,S70580,SARAH ST AT E CARSON ST,NA,Outbound,75,1,40.4243,-79.9624,Bus,No Shelter,Bus Stop,11.18,5.41,11,5,0.07,42,5,42,5
-79.8366000296151,40.5375999558261,1575,3175,N21510,FREEPORT RD AT TARGET (HARMAR),NA,Inbound,"1, P10, P16, P78",4,40.5376,-79.8366,Bus,PAAC,Bus Stop with PAAC Shelter,11.18,8.71,11,9,0.08,36,18,36,18
-79.9713000294857,40.3439999557277,1576,9416,S24420,HWY RT 51 OPP GRACE ST,NA,Inbound,"51, Y1, Y46",3,40.344,-79.9713,Bus,No Shelter,Bus Stop,11.16,1.58,11,2,0.09,65,5,65,5
-79.9803000295263,40.4436999557582,1577,8671,E13390,CENTRE AVE AT DEVILLIERS ST,3101,Inbound,"81, 82",2,40.4437,-79.9803,Bus,No Shelter,Bus Stop,11.16,33.34,11,33,0.48,39,79,39,79
-79.9989000295246,40.4538999557568,1578,1997,N17430,EAST OHIO ST AT MIDDLE ST,NA,Inbound,"1, 2, 4, 54, 6, 7",6,40.4539,-79.9989,Bus,No Shelter,Bus Stop,11.16,53.11,11,53,0.58,24,110,24,110
-79.9723000295321,40.4506999557626,1579,9044,E70792,BEDFORD AVE AT WATT LN,NA,Outbound,83,1,40.4507,-79.9723,Bus,No Shelter,Bus Stop,11.14,32.21,11,32,0.19,28,89,28,89
-79.981200029481,40.3407999557241,1580,10005,S27207,KEEPORT DR AT YOUNGRIDGE DR,NA,Inbound,Y47,1,40.3408,-79.9812,Bus,No Shelter,Bus Stop,11.13,3.38,11,3,0,37,7,37,7
-79.9034000295365,40.4089999557665,1581,10966,S02820,8TH AVE AT LIBRARY PL,NA,Both,"52L, 59, 61C",3,40.409,-79.9034,Bus,No Shelter,Bus Stop,11.13,18.48,11,18,0.04,18,45,18,45
-79.9959000294956,40.3851999557349,1582,6838,S42310,SOUTH BUSWAY AT OVERBROOK SHELTER,NA,Inbound,"Y1, Y45, Y46, Y47, Y49",5,40.3852,-79.9959,Busway,PAAC,Busway Stop with PAAC Shelter,11.11,1.26,11,1,0,41,2,41,2
-79.8348000296157,40.5376999558266,1583,12619,N22445,FREEPORT RD OPP ALPHA DR W,NA,Outbound,"1, P16, P78",3,40.5377,-79.8348,Bus,No Shelter,Bus Stop,11.1,7.5,11,8,0.28,18,17,18,17
-79.8778000295596,40.4423999557841,1584,20120,E56020,WALLACE AVE AT SWISSVALE AVE FS,1164,Both,"67, 69, 79, P12, P67, P78",6,40.4424,-79.8778,Bus,No Shelter,Bus Stop,11.08,7.89,11,8,0.02,32,19,32,19
-79.8655000295364,40.3801999557667,1585,22622,S70635,COMMONWEALTH AVE AT HILLTOP/PARKVIEW MANOR APTS,NA,Inbound,59,1,40.3802,-79.8655,Bus,No Shelter,Bus Stop,11.07,12.25,11,12,0.05,21,18,21,18
-79.8610000295475,40.401999955775,1586,21640,E70903,VERONA ST AT BELL AVE,NA,Inbound,61A,1,40.402,-79.861,Bus,No Shelter,Bus Stop,11.05,1.41,11,1,0.03,43,6,43,6
-80.0435000294807,40.3872999557235,1587,20807,X70073,WASHINGTON RD AT BOWER HILL RD FS,NA,Inbound,41,1,40.3873,-80.0435,Bus,No Shelter,Bus Stop,11.02,3.94,11,4,0.02,34,10,34,10
-79.8905000295465,40.421999955774,1588,7246,E39540,MONONGAHELA AVE AT CHURCH ST,NA,Both,"61B, 71, P71",3,40.422,-79.8905,Bus,No Shelter,Bus Stop,11,21.16,11,21,0.42,20,55,20,55
-80.0133000295331,40.4838999557631,1589,815,N71204,PERRYSVILLE AVE OPP WATSON BLVD FS,NA,Inbound,8,1,40.4839,-80.0133,Bus,No Shelter,Bus Stop,10.99,3.89,11,4,0.01,36,5,36,5
-80.2012000295039,40.5594999557399,1590,1471,N08830,BEAVER ST OPP VILLAGE DR,NA,Outbound,14,1,40.5595,-80.2012,Bus,PAAC,Bus Stop with PAAC Shelter,10.98,9.08,11,9,0.17,19,22,19,22
-79.9755000294979,40.3750999557369,1591,9373,S08600,BROWNSVILLE RD AT PARK DR,NA,Inbound,"51, 51L",2,40.3751,-79.9755,Bus,No Shelter,Bus Stop,10.96,3.93,11,4,0.07,36,9,36,9
-79.9883000295037,40.3978999557411,1592,9989,S09385,BROWNSVILLE RD OPP W CHERRYHILL ST,NA,Inbound,51,1,40.3979,-79.9883,Bus,No Shelter,Bus Stop,10.95,2.32,11,2,0.25,34,8,34,8
-79.8692000295456,40.4039999557736,1593,7557,E15480,COREY AVE AT BRADDOCK AVE,78,Both,"59, 61A, 61B",3,40.404,-79.8692,Bus,No Shelter,Bus Stop,10.92,7.51,11,8,0.28,18,10,18,10
-79.9079000295582,40.4616999557827,1594,8873,E35990,LINCOLN AVE AT SHETLAND ST,NA,Inbound,"82, P17",2,40.4617,-79.9079,Bus,No Shelter,Bus Stop,10.91,1.36,11,1,0.07,39,3,39,3
-79.9394000295626,40.4953999557858,1595,19981,N71206,MAIN ST AT 62ND ST BRIDGE,NA,Inbound,91,1,40.4954,-79.9394,Bus,No Shelter,Bus Stop,10.91,6.7,11,7,0.02,39,23,39,23
-79.9846000295151,40.4212999557497,1596,2542,S00205,S 18TH ST AT GABLE ST,NA,Inbound,"51, 54",2,40.4213,-79.9846,Bus,No Shelter,Bus Stop,10.91,2.43,11,2,0.02,30,10,30,10
-80.0527000295123,40.4661999557471,1597,3570,W20400,RIVER AVE AT MARINA,NA,Outbound,22,1,40.4662,-80.0527,Bus,No Shelter,Bus Stop,10.9,5.39,11,5,0.14,32,33,32,33
-80.0335000294877,40.3955999557288,1598,18655,X20400,WEST LIBERTY AVE OPP PIONEER AVE FS,NA,Outbound,41,1,40.3956,-80.0335,Bus,No Shelter,Bus Stop,10.89,11.45,11,11,0.26,19,48,19,48
-79.8674000295712,40.4608999557928,1599,9102,E20570,FRANKSTOWN RD AT OVERBROOK RD,83,Inbound,77,1,40.4609,-79.8674,Bus,No Shelter,Bus Stop,10.88,6.2,11,6,0.04,43,19,43,19
-79.8895000294973,40.3087999557371,1600,20786,S70293,STATE ST AT WALNUT AVE FS,20130,Inbound,55,1,40.3088,-79.8895,Bus,No Shelter,Bus Stop,10.87,7.23,11,7,0.02,21,13,21,13
-79.9764000295327,40.455199955763,1601,2178,E35520,LIBERTY AVE OPP 27TH ST,NA,Outbound,"2, 54, 86, 87, 88, 91",6,40.4552,-79.9764,Bus,No Shelter,Bus Stop,10.86,7.81,11,8,0.01,37,62,37,62
-79.944329029524,40.4112659557567,1602,22754,E71014,HAZELWOOD AVE AT OSPREY WAY,NA,Outbound,93,1,40.411266,-79.944329,Bus,No Shelter,Bus Stop,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
-80.0056000295272,40.4647999557587,1603,22747,N25390,BIGGS AVE AT GLENROSE ST,NA,Outbound,11,1,40.4648,-80.0056,Bus,No Shelter,Bus Stop,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
-80.0226440295591,40.5502229557826,1604,22751,N39061,THE BLOCK AT NORTHWAY AT NORTHWAY APARTMENT,NA,Both,"12, 2",2,40.550223,-80.022644,Bus,No Shelter,Bus Stop,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
-80.0224840295592,40.5503169557827,1605,22752,N39062,THE BLOCK AT NORTHWAY OPP NORTHWAY APARTMENTS,NA,Both,"12, 2",2,40.550317,-80.022484,Bus,No Shelter,Bus Stop,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
-80.002900029519,40.4438999557525,1606,22749,P70031,FT DUQUESNE BLVD AT 6TH ST,NA,Outbound,"13, 15, 16, 17, 7",5,40.4439,-80.0029,Bus,No Shelter,Bus Stop,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
-79.9390310294977,40.347172955737,1607,22753,S25166,HWY RT 885 AT LEBANON CHURCH RD (SHEETZ),NA,Outbound,59,1,40.347173,-79.939031,Bus,No Shelter,Bus Stop,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
-80.0984000294982,40.4685999557362,1608,22746,W06690,MCKEES ROCKS RD AT CONNIE PARK DR,NA,Outbound,"20, 22, 24",3,40.4686,-80.0984,Bus,Lamar,Bus Stop with Non-PAAC Shelter,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
-80.0832000294744,40.4027999557185,1609,22745,W70206,WASHINGTON AVE AT KNOX AVE,NA,Inbound,31,1,40.4028,-80.0832,Bus,No Shelter,Bus Stop,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
-79.973700029514,40.410599955749,1610,20252,S18340,KOHNE ST AT FISHER ST,986,Both,44,1,40.4106,-79.9737,Bus,No Shelter,Bus Stop,No data,No data,No data,No data,0,No Data,No Data,No Data,No Data
-79.907000029535,40.4081999557653,1611,11025,S33235,MCCLURE ST AT 9TH AVE,NA,Outbound,53,1,40.4082,-79.907,Bus,No Shelter,Bus Stop,No data,No data,No data,No data,0,No Data,No Data,No Data,No Data
-79.9100000295332,40.4062999557639,1612,17293,S70060,AMITY ST AT 9TH ST,NA,Inbound,53,1,40.4063,-79.91,Bus,No Shelter,Bus Stop,No data,No data,No data,No data,0,No Data,No Data,No Data,No Data
-79.9107000295332,40.4069999557639,1613,17518,S70061,AMITY ST AT 8TH AVE,20127,Inbound,53,1,40.407,-79.9107,Bus,No Shelter,Bus Stop,No data,No data,No data,No data,0,No Data,No Data,No Data,No Data
-80.0023000295072,40.4165999557437,1614,6970,S70603,CHALFONT ST OPP HABERMAN AVE,NA,Inbound,44,1,40.4166,-80.0023,Bus,No Shelter,Bus Stop,No data,No data,No data,No data,0,No Data,No Data,No Data,No Data
-80.0187890295113,40.4382899557466,1615,99900,W06290,DUQUESNE INCLINE AT LOWER STATION,2003,Both,DQI,1,40.43829,-80.018789,Incline,No Shelter,Incline Staion,No data,No data,No data,No data,0,No Data,No Data,No Data,No Data
-80.0176910295123,40.4398739557474,1616,99899,W06300,DUQUESNE INCLINE AT UPPER STATION,2004,Both,DQI,1,40.439874,-80.017691,Incline,No Shelter,Incline Staion,No data,No data,No data,No data,0,No Data,No Data,No Data,No Data
-80.0048690295134,40.4325429557483,1617,99898,W15307,MONONGAHELA INCLINE AT UPPER STATION,2002,Both,MI,1,40.432543,-80.004869,Incline,No Shelter,Incline Staion,No data,No data,No data,No data,0,No Data,No Data,No Data,No Data
-80.0059740295125,40.4313359557476,1618,99897,W15308,MONONGAHELA INCLINE AT LOWER STATION,2001,Both,MI,1,40.431336,-80.005974,Incline,No Shelter,Incline Staion,No data,No data,No data,No data,0,No Data,No Data,No Data,No Data
-79.9976000295198,40.4416999557531,1619,7280,P03090,SMITHFIELD ST AT SIXTH AVE,183,Outbound,"39, 40, 44, P1, P68, P71",6,40.4417,-79.9976,Bus,Envision Downtown,Bus Stop with Non-PAAC Shelter,929.03,317.38,929,317,3.94,4871,2503,4871,2503
-80.0177870295158,40.44788995575,1620,99998,N71211,ALLEGHENY STATION,7098,Both,"BLUE, RED, SLVR",3,40.44789,-80.017787,Light Rail,PAAC,Light Rail Station,749,634,749,634,0,3743,3169,3743,3169
